la_code,name,type,majority_party,majority_party_id,governing_coalition,conservative_councillors,labour_councillors,lib_dem_councillors,green_councillors,ukip_councillors,plaid_cymru_councillors,snp_councillors,independent_councillors,vacant,total_councillors,boundary,notes,url,last_update
E06000041,Wokingham,Unitary,Conservative,4,Conservative,45,1,7,0,0,0,0,1,0,54,,,http://wokingham.moderngov.co.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E06000042,Milton Keynes,Unitary,No Overall Control,noc,Labour Minority,22,22,13,0,0,0,0,0,0,57,,,http://milton-keynes.cmis.uk.com/milton-keynes/Councillors.aspx,2017-05-28
E06000043,Brighton and Hove,Unitary,No Overall Control,noc,Labour Minority,20,22,0,11,0,0,0,1,0,54,,,http://present.brighton-hove.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E06000044,Portsmouth,Unitary,No Overall Control,noc,Conservative Minority,20,2,15,0,3,0,0,2,0,42,,,http://democracy.portsmouth.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E06000045,Southampton,Unitary,Labour,15,Labour,19,25,0,0,0,0,0,4,0,48,,"Putting People First 3, Independent 1",http://www.southampton.gov.uk/modernGov/mgMemberIndex.aspx?bcr=1,2017-05-28
E06000046,Isle of Wight,Unitary,Conservative,4,Conservative,25,1,2,1,0,0,0,11,0,40,,,https://www.iwight.com/councillor/azCouncillors.aspx,2017-05-28
E06000047,County Durham,Unitary,Labour,15,Labour,10,73,14,0,0,0,0,28,1,126,,"Durham Independent Group 13, Durham County Council Independent Group 2, Independents 2",https://democracy.durham.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-30
E06000049,Cheshire East,Unitary,Conservative,4,Conservative,51,16,2,0,0,0,0,13,0,82,,"Sam Gardner Conservative->Independent. Middlewich First 3, Handford Ratepayers Association 2, Nantwich First 2, Alderley Edge First 1, Bollington First 2, Independent 1, Residents of Wilmslow 1",http://moderngov.cheshireeast.gov.uk/ecminutes/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E06000050,Cheshire West and Chester,Unitary,Labour,15,Labour,36,38,0,0,0,0,0,1,0,75,,,http://cmttpublic.cheshirewestandchester.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E06000051,Shropshire,Unitary,Conservative,4,Conservative,49,8,12,0,0,0,0,5,0,74,,,http://shropshire.gov.uk/committee-services/mgMemberIndex.aspx?FN=PARTY,2017-05-28
E06000052,Cornwall,Unitary,No Overall Control,noc,Liberal Democrat/Independent,46,5,37,0,0,0,0,34,1,123,,Mebyon Kernow 4,https://democracy.cornwall.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-31
E06000053,Isles of Scilly,Sui Generis,Independent,8,Independent,0,0,0,0,0,0,0,16,0,16,,,http://committees.scilly.gov.uk/mgMemberIndex.aspx?bcr=1,2017-05-28
E06000054,Wiltshire,Unitary,Conservative,4,Conservative,68,3,20,0,0,0,0,7,0,98,,,http://cms.wiltshire.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E06000055,Bedford,Unitary,No Overall Control,noc,Liberal Democrat Mayor,15,14,9,0,0,0,0,2,0,40,,,http://www.councillorsupport.bedford.gov.uk/mgFindMember.aspx?XXR=0&AC=USERSEARCH&sPC=Enter%20postcode&,2017-05-28
E06000056,Central Bedfordshire,Unitary,Conservative,4,Conservative,53,2,1,0,0,0,0,3,0,59,,,http://centralbeds.moderngov.co.uk/mgMemberIndex.aspx?bcr=1,2017-05-28
E06000057,Northumberland,Unitary,No Overall Control,noc,Conservative Minority,33,24,3,0,0,0,0,7,0,67,,,http://committee.northumberland.gov.uk/CouncillorSearch.aspx,2017-05-28
E07000004,Aylesbury Vale,District,Conservative,4,Conservative,43,2,10,0,0,0,0,4,0,59,,,http://www.aylesburyvaledc.gov.uk/councillors/?scmOverrideRecord=21R0112Cmk,2017-05-28
E07000005,Chiltern,District,Conservative,4,Conservative,37,0,2,0,0,0,0,1,0,40,,,https://isa.chiltern.gov.uk/democracy/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000006,South Bucks,District,Conservative,4,Conservative,27,0,0,0,0,0,0,1,0,28,,,http://sbdc-spider2.southbucks.gov.uk/democracy/mgMemberIndex.aspx?bcr=1,2017-05-28
E07000007,Wycombe,District,Conservative,4,Conservative,49,6,1,0,0,0,0,4,0,60,,,https://councillors.wycombe.gov.uk/mgMemberIndex.aspx?bcr=1,2017-05-28
E07000008,Cambridge,District,Labour,15,Labour,0,26,13,1,0,0,0,2,0,42,,,http://democracy.cambridge.gov.uk/mgMemberIndex.aspx?bcr=1,2017-05-28
E07000009,East Cambridgeshire,District,Conservative,4,Conservative,35,0,2,0,0,0,0,1,1,39,28 wards from 2019,28 wards from 2019,http://www.eastcambs.gov.uk/council-and-democracy/search-for-councillors,2017-05-28
E07000010,Fenland,District,Conservative,4,Conservative,34,0,2,0,0,0,0,3,0,39,,,http://www.fenland.gov.uk/egenda/main.pl?op=ListCurrentMembers,2017-05-28
E07000011,Huntingdonshire,District,Conservative,4,Conservative,32,2,6,0,3,0,0,9,0,52,,"Independents 8, Independent Conservative 1",http://applications.huntingdonshire.gov.uk/moderngov/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000012,South Cambridgeshire,District,Conservative,4,Conservative,36,1,14,0,0,0,0,6,0,57,,"Independent Group 5, Independent 1",http://scambs.moderngov.co.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000026,Allerdale,District,No Overall Control,noc,Labour/Independent,15,28,0,0,2,0,0,11,0,56,,,http://democracy.allerdale.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000027,Barrow-in-Furness,District,Labour,15,Labour,9,26,0,0,0,0,0,1,0,36,,,http://www.barrowbc.gov.uk/about-the-council/councillors/borough-councillors/,2017-05-28
E07000028,Carlisle,District,No Overall Control,noc,Labour Minority,21,26,1,0,0,0,0,4,0,52,,,http://cmis.carlisle.gov.uk/cmis/CarlisleCityCouncillors/tabid/62/ScreenMode/Alphabetical/Default.aspx,2017-05-28
E07000029,Copeland,District,Labour,15,Independent Mayor,17,29,0,0,0,0,0,4,1,51,,,http://copeland.moderngov.co.uk/mgMemberIndex.aspx?VW=TABLE&PIC=1&FN=PARTY,2017-05-31
E07000030,Eden,District,Conservative,4,Conservative,20,0,7,0,0,0,0,10,1,38,,,https://democracy.eden.gov.uk/mgMemberIndex.aspx?bcr=1,2017-05-28
E07000031,South Lakeland,District,Liberal Democrat,17,Liberal Democrat,16,2,32,0,0,0,0,1,0,51,,,http://democracy.southlakeland.gov.uk/mgMemberIndex.aspx?bcr=1,2017-05-28
E07000032,Amber Valley,District,Conservative,4,Conservative,23,22,0,0,0,0,0,0,0,45,,Manual,"http://www.ambervalley.gov.uk/council-and-democracy/councillors,-democracy-and-elections/borough-councillor-lookup.aspx",2017-05-31
E07000033,Bolsover,District,Labour,15,Labour,0,32,0,0,0,0,0,5,0,37,,,http://www.bolsover.gov.uk/index.php/your-council/committee-governance-constitution,2017-05-31
E07000034,Chesterfield,District,Labour,15,Labour,0,38,8,0,1,0,0,1,0,48,,,http://chesterfield.moderngov.co.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000035,Derbyshire Dales,District,Conservative,4,Conservative,29,5,3,0,0,0,0,2,0,39,,,http://www.derbyshiredales.gov.uk/your-council/councillors/by-ward,2017-05-28
E07000036,Erewash,District,Conservative,4,Conservative,30,17,0,0,0,0,0,0,0,47,,,http://moderngov.erewash.gov.uk/mgMemberIndex.aspx?bcr=1,2017-05-28
E07000037,High Peak,District,Conservative,4,Conservative,23,17,2,0,0,0,0,1,0,43,,,https://democracy.highpeak.gov.uk/mgMemberIndexGroup.aspx?g=HPCLLRS&m=hpcllrs,2017-05-28
E07000038,North East Derbyshire,District,Labour,15,Labour,18,33,1,0,0,0,0,1,0,53,,Manual,http://www.ne-derbyshire.gov.uk/,2017-05-31
E07000039,South Derbyshire,District,Conservative,4,Conservative,24,12,0,0,0,0,0,0,0,36,,,http://south-derbys.cmis.uk.com/south-derbys/Councillors.aspx,2017-05-28
E07000040,East Devon,District,Conservative,4,Conservative,35,0,7,0,0,0,0,17,0,59,,"Independent Group 15, Independent 1",http://eastdevon.gov.uk/council-and-democracy/councillors/,2017-05-28
E07000041,Exeter,District,Labour,15,Labour,8,29,1,1,0,0,0,0,0,39,,,http://committees.exeter.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000042,Mid Devon,District,Conservative,4,Conservative,28,0,5,0,1,0,0,8,0,42,,"Independents 6, Liberal Party 1",https://democracy.middevon.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000043,North Devon,District,No Overall Control,noc,Conservative Minority,20,0,12,0,0,0,0,11,0,43,,,http://www.northdevon.gov.uk/index/lgcl_council_government_and_democracy/lgcl_political_structure/nonlgcl_councillors.htm,2017-05-28
E07000044,South Hams,District,Conservative,4,Conservative,24,0,5,2,0,0,0,0,0,31,,Huntley ok,http://old.southhams.gov.uk/article/2239/Councillors,2017-05-31
E07000045,Teignbridge,District,Conservative,4,Conservative,26,0,15,0,0,0,0,5,0,46,,,https://www.teignbridge.gov.uk/council-and-democracy/district-councillors/teignbridge-councillors/,2017-05-28
E07000046,Torridge,District,Conservative,4,Conservative,19,1,1,2,6,0,0,6,1,36,,,http://www.torridge.gov.uk/councillors,2017-05-28
E07000047,West Devon,District,Conservative,4,Conservative,21,0,0,0,0,0,0,10,0,31,,,http://old.westdevon.gov.uk/article/2499/Councillors,2017-05-28
E07000048,Christchurch,District,Conservative,4,Conservative,21,0,0,0,1,0,0,2,0,24,,,http://www.dorsetforyou.com/councillors/christchurch,2017-05-28
E07000049,East Dorset,District,Conservative,4,Conservative,26,0,3,0,0,0,0,0,0,29,,,http://moderngoveddc.christchurchandeastdorset.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000050,North Dorset,District,Conservative,4,Conservative,28,0,3,0,0,0,0,1,1,33,,,http://moderngovdcp.dorsetforyou.gov.uk/mgMemberIndexGroup.aspx?g=NDDC&m=NDDC,2017-05-28
E07000051,Purbeck,District,Conservative,4,Conservative,20,0,4,0,0,0,0,1,0,25,,,https://www.dorsetforyou.com/politicalcomposition/purbeck,2017-05-28
E07000052,West Dorset,District,Conservative,4,Conservative,30,0,12,0,0,0,0,0,0,42,,,https://www.dorsetforyou.gov.uk/councillors/west,2017-05-28
E07000053,Weymouth and Portland,District,No Overall Control,noc,Conservative/Labour/Liberal Democrat/Green/Independent/U,14,12,5,2,1,0,0,2,0,36,,,http://moderngovdcp.dorsetforyou.gov.uk/mgMemberIndexGroup.aspx?g=WPBC&m=WPBC,2017-05-28
E07000061,Eastbourne,District,Liberal Democrat,17,Liberal Democrat,8,0,18,0,0,0,0,1,0,27,,,http://www.eastbourne.gov.uk/about-the-council/councillors-and-committees/find-a-councillor/,2017-05-28
E07000062,Hastings,District,Labour,15,Labour,8,23,0,0,0,0,0,1,0,32,,,http://hastings.moderngov.co.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000063,Lewes,District,Conservative,4,Conservative,22,0,11,2,0,0,0,5,1,41,,,https://lewes.cmis.uk.com/CMIS5/,2017-05-28
E07000064,Rother,District,Conservative,4,Conservative,31,0,3,0,0,0,0,4,0,38,,"Association of Independents 3, Independent 2",http://www.rother.gov.uk/index.cfm?articleid=179,2017-05-28
E07000065,Wealden,District,Conservative,4,Conservative,48,0,1,0,0,0,0,5,1,55,45 wards from 2019,"45 wards from May 2019. Independent Democrats 4, Independent 1",http://council.wealden.gov.uk/mgFindMember.aspx?XXR=0&AC=USERSEARCH,2017-05-28
E07000066,Basildon,District,No Overall Control,noc,UKIP/Labour/Independent,19,9,0,0,10,0,0,4,0,42,,"Wickford Independents 2, Independentce from the EU 2",http://www.basildonmeetings.info/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000067,Braintree,District,Conservative,4,Conservative,43,3,0,1,0,0,0,2,0,49,,Halstead Residents Association 2,http://braintree.cmis.uk.com/braintree/Councillors.aspx,2017-05-28
E07000068,Brentwood,District,Conservative,4,Conservative,24,2,10,0,0,0,0,1,0,37,,Manual,http://brentwood.moderngov.co.uk/mgMemberIndex.aspx?VW=TABLE&PIC=1&FN=ALPHA,2017-05-31
E07000069,Castle Point,District,Conservative,4,Conservative,22,0,0,0,3,0,0,16,0,41,,,https://www.castlepoint.gov.uk/councillors,2017-05-28
E07000070,Chelmsford,District,Conservative,4,Conservative,52,0,5,0,0,0,0,0,0,57,,,https://www.chelmsford.gov.uk/your-council/councillors-and-decision-making/councillors/find-a-councillor/view-chelmsford-city-councillors/?cord=DESC&cid=50eeb79d-c47e-472c-a05d-49a3d5c8792b&p=1,2017-05-28
E07000071,Colchester,District,No Overall Control,noc,Liberal Democrat/Labour/Independent,22,11,15,0,0,0,0,3,0,51,,Highwoods and Stanway Independent Group 3,http://colchester.cmis.uk.com/colchester/Councillors.aspx,2017-05-28
E07000072,Epping Forest,District,Conservative,4,Conservative,35,0,3,2,1,0,0,17,0,58,,"Lesley Wagland 22/12/2016. Loughton Residents Association 13, Independent 3",http://rds.eppingforestdc.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000073,Harlow,District,Labour,15,Labour,12,19,0,0,2,0,0,0,0,33,,,http://moderngov.harlow.gov.uk/mgMemberIndex.aspx?bcr=1,2017-05-28
E07000074,Maldon,District,Conservative,4,Conservative,27,0,0,0,1,0,0,3,0,31,,,https://democracy.maldon.gov.uk/mgFindMember.aspx?XXR=0&AC=USERSEARCH&sPC=Enter%20postcode,2017-05-28
E07000075,Rochford,District,Conservative,4,Conservative,21,0,4,3,4,0,0,7,0,39,,"Rochford District Residents 6, Rayleigh Independent 1",https://rochford.cmis.uk.com/rochford/Members/tabid/62/ScreenMode/Alphabetical/Default.aspx,2017-05-28
E07000076,Tendring,District,No Overall Control,noc,Conservative/Independent,28,4,1,0,13,0,0,14,0,60,,"Holland-on-Sea Residents Association 3, Tendring First 1, Independents 6, English Democrats 1 (Alex Porter)",http://tdcdemocracy.tendringdc.gov.uk/mgMemberIndex.aspx?bcr=1,2017-05-30
E07000077,Uttlesford,District,Conservative,4,Conservative,24,0,4,0,0,0,0,11,0,39,,"Residents for Uttlesford 9, Independent 1",https://uttlesford.cmis.uk.com/uttlesford/Councillors/tabid/62/ScreenMode/Alphabetical/Default.aspx,2017-05-28
E07000078,Cheltenham,District,Liberal Democrat,17,Liberal Democrat,7,0,29,0,0,0,0,4,0,40,,"People Against Bureaucracy Action Group 3, Independent 1",https://democracy.cheltenham.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000079,Cotswold,District,Conservative,4,Conservative,22,0,12,0,0,0,0,0,0,34,,,http://www.cmis.cotswold.gov.uk/cmis5/People/tabid/62/ScreenMode/Alphabetical/Default.aspx,2017-05-28
E07000080,Forest of Dean,District,No Overall Control,noc,Conservative Minority,21,9,0,3,5,0,0,10,0,48,,,http://meetings.fdean.gov.uk/mgMemberIndex.aspx?bcr=1,2017-05-28
E07000081,Gloucester,District,Conservative,4,Conservative,22,10,7,0,0,0,0,0,0,39,,,http://democracy.gloucester.gov.uk/mgFindMember.aspx?XXR=0&AC=USERSEARCH,2017-05-28
E07000082,Stroud,District,No Overall Control,noc,Labour/Green/Liberal Democrat,22,18,2,8,0,0,0,1,0,51,,Studdert Non aligned Conservative (Independent),https://www.stroud.gov.uk/council-and-democracy/your-councillors/your-councillors-by-name,2017-05-30
E07000083,Tewkesbury,District,Conservative,4,Conservative,33,0,2,0,0,0,0,3,0,38,,,http://minutes.tewkesbury.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0&J=1,2017-05-28
E07000084,Basingstoke and Deane,District,Conservative,4,Conservative,33,20,6,0,0,0,0,1,0,60,,Independent Forum 2,https://democracy.basingstoke.gov.uk/mgMemberIndex.aspx?bcr=1,2017-05-28
E07000085,East Hampshire,District,Conservative,4,Conservative,44,0,0,0,0,0,0,0,0,44,,,http://easthants.moderngov.co.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000086,Eastleigh,District,Liberal Democrat,17,Liberal Democrat,5,0,39,0,0,0,0,0,0,44,39 wards from 2018,39 wards from 2018,http://www.eastleigh.gov.uk/meetings/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000087,Fareham,District,Conservative,4,Conservative,25,0,4,0,1,0,0,1,0,31,,,http://moderngov.fareham.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=TABLE&PIC=1,2017-05-28
E07000088,Gosport,District,Conservative,4,Conservative,21,4,9,0,0,0,0,0,0,34,,,https://www.gosport.gov.uk/sections/democratic-services/councillor-details/,2017-05-28
E07000089,Hart,District,No Overall Control,noc,Independent/Liberal Democrat,14,0,8,0,0,0,0,11,0,33,,"Community Campaign Hart 10, Independent 1",http://www.hart.gov.uk/district-councillors,2017-05-28
E07000090,Havant,District,Conservative,4,Conservative,29,2,1,0,4,0,0,2,0,38,,,http://havant.moderngov.co.uk/mgMemberIndex.aspx?VW=TABLE&PIC=1&FN=PARTY,2017-05-28
E07000091,New Forest,District,Conservative,4,Conservative,58,0,2,0,0,0,0,0,0,60,,,https://democracy.newforest.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000092,Rushmoor,District,Conservative,4,Conservative,26,11,0,0,2,0,0,0,0,39,,,http://www.rushmoor.gov.uk/councillors,2017-05-28
E07000093,Test Valley,District,Conservative,4,Conservative,37,0,9,0,0,0,0,2,0,48,,,http://testvalley.cmis.uk.com/testvalleypublic/ElectedRepresentatives/tabid/63/ScreenMode/Alphabetical/Default.aspx#MemberSectionA,2017-05-28
E07000094,Winchester,District,Conservative,4,Conservative,24,0,20,0,0,0,0,1,0,45,,,http://www.winchester.gov.uk/meetings/councillors?page=2,2017-05-28
E07000095,Broxbourne,District,Conservative,4,Conservative,27,2,0,0,1,0,0,0,0,30,,,http://www.broxbourne.gov.uk/council-councillors/councillors,2017-05-28
E07000096,Dacorum,District,Conservative,4,Conservative,43,2,4,0,0,0,0,1,1,51,,,https://democracy.dacorum.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000098,Hertsmere,District,Conservative,4,Conservative,36,2,0,0,0,0,0,1,0,39,,,http://www5.hertsmere.gov.uk/democracy/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000099,North Hertfordshire,District,Conservative,4,Conservative,34,12,3,0,0,0,0,0,0,49,,,http://web.north-herts.gov.uk/aksnherts/users/public/admin/main.pl?op=ListCurrentMembers,2017-05-28
E07000102,Three Rivers,District,Liberal Democrat,17,Liberal Democrat,16,3,19,0,0,0,0,0,1,39,,,http://www.threerivers.gov.uk/egcl-page/ward-councillors,2017-05-28
E07000103,Watford,District,Liberal Democrat,17,Liberal Democrat,0,11,25,0,0,0,0,0,0,36,,,http://watford.moderngov.co.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000105,Ashford,District,Conservative,4,Conservative,33,2,1,0,2,0,0,3,2,43,,"Ashford Independents 2, Independent 1",http://www.ashford.gov.uk/councillors,2017-05-28
E07000106,Canterbury,District,Conservative,4,Conservative,30,3,3,0,2,0,0,0,1,39,,,http://democracy.canterbury.gov.uk/mgMemberIndex.aspx?bcr=1,2017-05-28
E07000107,Dartford,District,Conservative,4,Conservative,34,7,0,0,0,0,0,3,0,44,,Swanscombe and Greenhithe Residents Association 3,http://committeedmz.dartford.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0&J=1,2017-05-28
E07000108,Dover,District,Conservative,4,Conservative,25,18,0,0,2,0,0,0,0,45,,,http://moderngov.dover.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000109,Gravesham,District,Conservative,4,Conservative,24,20,0,0,0,0,0,0,0,44,,,https://democracy.gravesham.gov.uk/mgMemberIndex.aspx?VW=TABLE&PIC=1&FN=PARTY,2017-05-28
E07000110,Maidstone,District,No Overall Control,noc,Liberal Democrat Minority,23,2,22,0,4,0,0,4,0,55,,,https://services.maidstone.gov.uk/meetings/mgMemberIndex.aspx?bcr=1,2017-05-28
E07000111,Sevenoaks,District,Conservative,4,Conservative,47,1,2,0,2,0,0,1,1,54,,54 total checked,http://cds.sevenoaks.gov.uk/mgMemberIndex.aspx?bcr=1,2017-05-28
E07000112,Shepway,District,Conservative,4,Conservative,23,0,0,0,6,0,0,1,0,30,,,http://www.shepway.gov.uk/moderngov/mgMemberIndex.aspx?bcr=1,2017-05-28
E07000113,Swale,District,Conservative,4,Conservative,32,4,0,0,9,0,0,2,0,47,,,http://services.swale.gov.uk/meetings/mgMemberIndex.aspx?bcr=1,2017-05-28
E07000114,Thanet,District,UKIP,35,UKIP,19,5,0,0,29,0,0,2,1,56,,"Democratic Independent 2, Independent 1",http://democracy.thanet.gov.uk/mgMemberIndex.aspx?bcr=1,2017-05-28
E07000115,Tonbridge and Malling,District,Conservative,4,Conservative,48,0,4,0,0,0,0,2,0,54,,,https://democracy.tmbc.gov.uk/mgMemberIndex.aspx?bcr=1,2017-05-28
E07000116,Tunbridge Wells,District,Conservative,4,Conservative,43,2,3,0,0,0,0,0,0,48,,,http://democracy.tunbridgewells.gov.uk/mgMemberIndex.aspx?bcr=1,2017-05-28
E07000117,Burnley,District,Labour,15,Labour,4,27,10,0,1,0,0,3,0,45,,,http://www.burnley.gov.uk/about-council/your-councillors-executive/your-councillor,2017-05-28
E07000118,Chorley,District,Labour,15,Labour,14,30,0,0,0,0,0,3,0,47,,"National Health Action Party 1, Independent Group 2",https://democracy.chorley.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000119,Fylde,District,Conservative,4,Conservative,32,1,2,0,0,0,0,16,0,51,,"Ratepayers 1, Non-aligned 2, Independents 12",https://fylde.cmis.uk.com/fylde/CouncillorsandMP.aspx,2017-05-28
E07000120,Hyndburn,District,Labour,15,Labour,7,26,0,0,2,0,0,0,0,35,,,https://democracy.hyndburnbc.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000121,Lancaster,District,No Overall Control,noc,Labour Minority,18,30,0,8,0,0,0,4,0,60,,"Morcambe Bay Independents 2, Free Independents 1, Independent 1",http://committeeadmin.lancaster.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000122,Pendle,District,No Overall Control,noc,Labour/Liberal Democrat,24,15,9,0,0,0,0,1,0,49,,BNP 1,http://www.pendle.gov.uk/councillors/name,2017-05-28
E07000123,Preston,District,Labour,15,Labour,19,33,5,0,0,0,0,0,0,57,,,http://preston.moderngov.co.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000124,Ribble Valley,District,Conservative,4,Conservative,35,1,4,0,0,0,0,0,0,40,,,https://www.ribblevalley.gov.uk/councillors/name,2017-05-28
E07000125,Rossendale,District,Labour,15,Labour,13,22,0,0,0,0,0,1,0,36,,Community First 1,http://www.rossendale.gov.uk/councillors/name,2017-05-28
E07000126,South Ribble,District,Conservative,4,Conservative,29,18,2,0,0,0,0,1,0,50,,Independent Conservative,http://egenda.southribble.gov.uk/akssribble/users/public/admin/main.pl?op=ListCurrentMembers,2017-05-28
E07000127,West Lancashire,District,Labour,15,Labour,20,31,0,0,0,0,0,1,2,54,,Our West Lancashire 1,https://democracy.westlancs.gov.uk/mgMemberIndex.aspx?bcr=1,2017-05-30
E07000128,Wyre,District,Conservative,4,Conservative,37,12,0,0,0,0,0,0,1,50,,,http://www.wyre.gov.uk/councillors/name,2017-05-28
E07000129,Blaby,District,Conservative,4,Conservative,29,6,4,0,0,0,0,0,0,39,,,http://w3.blaby.gov.uk/decision-making/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000130,Charnwood,District,Conservative,4,Conservative,41,9,1,0,0,0,0,1,0,52,,,https://www.charnwood.gov.uk/councillors/all,2017-05-28
E07000131,Harborough,District,Conservative,4,Conservative,29,0,8,0,0,0,0,0,0,37,,,http://cmispublic.harborough.gov.uk/cmis5/Councillors.aspx,2017-05-28
E07000132,Hinckley and Bosworth,District,Conservative,4,Conservative,21,1,12,0,0,0,0,0,0,34,,,http://moderngov.hinckley-bosworth.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000133,Melton,District,Conservative,4,Conservative,26,1,0,0,0,0,0,1,0,28,,,http://www.melton.gov.uk/councillors/name,2017-05-28
E07000134,North West Leicestershire,District,Conservative,4,Conservative,25,9,1,0,0,0,0,3,0,38,,Susan McKendrick Labour->Independent,http://minutes-1.nwleics.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000135,Oadby and Wigston,District,Liberal Democrat,17,Liberal Democrat,5,1,19,0,0,0,0,1,0,26,,,http://moderngov.oadby-wigston.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000136,Boston,District,No Overall Control,noc,Conservative Minority,13,2,0,0,9,0,0,6,0,30,,,http://moderngov.boston.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-31
E07000137,East Lindsey,District,Conservative,4,Conservative,34,4,1,0,6,0,0,10,0,55,,Independent Group 8,https://democracy.e-lindsey.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000138,Lincoln,District,Labour,15,Labour,6,26,0,0,0,0,0,1,0,33,,,http://democratic.lincoln.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000139,North Kesteven,District,Conservative,4,Conservative,26,0,0,0,0,0,0,15,2,43,,"Lincolnshire Independents NK 8, Hykeham Independents 2, Skellingthorpe Independent Group 2, Independent 1, NK Independent 1",https://nkdc.moderngov.co.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000140,South Holland,District,Conservative,4,Conservative,27,0,0,0,2,0,0,7,1,37,,,https://democracy.sholland.gov.uk/mgMemberIndex.aspx?bcr=1,2017-05-30
E07000141,South Kesteven,District,Conservative,4,Conservative,42,3,0,0,0,0,0,11,0,56,,"SKDC Independents 4, Unaligned 1",http://moderngov.southkesteven.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0&J=1,2017-05-28
E07000142,West Lindsey,District,Conservative,4,Conservative,24,3,7,0,0,0,0,2,0,36,,"Independent 1, Lincolnshire Independent 1",https://www.west-lindsey.gov.uk/my-council/my-councillors/councillor-pages-and-declaration-of-interests/,2017-05-28
E07000143,Breckland,District,Conservative,4,Conservative,41,2,0,0,4,0,0,2,0,49,,,http://democracy.breckland.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000144,Broadland,District,Conservative,4,Conservative,41,0,5,0,0,0,0,0,1,47,,,https://www.broadland.gov.uk/councillors/name,2017-05-28
