la_code,name,type,majority_party,majority_party_id,governing_coalition,conservative_councillors,labour_councillors,lib_dem_councillors,green_councillors,ukip_councillors,plaid_cymru_councillors,snp_councillors,independent_councillors,vacant,total_councillors,boundary,notes,url,last_update
E07000145,Great Yarmouth,District,No Overall Control,noc,Conservative/UKIP,14,11,0,0,12,0,0,2,0,39,,,https://great-yarmouth.cmis.uk.com/great-yarmouth/Councillors/tabid/63/ScreenMode/Alphabetical/Default.aspx,2017-05-28
E07000146,King's Lynn and West Norfolk,District,Conservative,4,Conservative,48,7,0,0,0,0,0,6,1,62,,Marg Wilkinson still Labour (vacancy throwing it off?),http://democracy.west-norfolk.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-31
E07000147,North Norfolk,District,Conservative,4,Conservative,32,0,16,0,0,0,0,0,0,48,,,http://www.north-norfolk.gov.uk/apps/councillors/byname.asp,2017-05-28
E07000148,Norwich,District,Labour,15,Labour,0,26,3,10,0,0,0,0,0,39,,,https://cmis.norwich.gov.uk/live/Councillors.aspx,2017-05-28
E07000149,South Norfolk,District,Conservative,4,Conservative,40,0,6,0,0,0,0,0,0,46,,Manual (AJAX),http://www.south-norfolk.gov.uk/your-councillors,2017-05-31
E07000150,Corby,District,Labour,15,Labour,5,24,0,0,0,0,0,0,0,29,,,http://www.corby.gov.uk/home/council/council-democracy/councillors-information-advice/councillors,2017-05-28
E07000151,Daventry,District,Conservative,4,Conservative,30,3,1,0,2,0,0,0,0,36,,,http://cmis.daventrydc.gov.uk/daventry/Councillors/tabid/63/ScreenMode/Alphabetical/Default.aspx,2017-05-31
E07000152,East Northamptonshire,District,Conservative,4,Conservative,36,1,0,0,0,0,0,3,0,40,,,http://www.east-northamptonshire.gov.uk/councillors/name,2017-05-31
E07000153,Kettering,District,Conservative,4,Conservative,26,7,1,0,0,0,0,2,0,36,,,http://www.kettering.gov.uk/councillors/name,2017-05-28
E07000154,Northampton,District,Conservative,4,Conservative,25,17,3,0,0,0,0,0,0,45,,,http://www.northamptonboroughcouncil.com/councillors/mgMemberIndex.asp?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000155,South Northamptonshire,District,Conservative,4,Conservative,35,0,4,0,0,0,0,3,0,42,,,http://modgov.southnorthants.gov.uk/mgFindMember.aspx?XXR=0&AC=USERSEARCH,2017-05-28
E07000156,Wellingborough,District,Conservative,4,Conservative,27,9,0,0,0,0,0,0,0,36,,,http://www.wellingborough.gov.uk/councillors/name,2017-05-28
E07000163,Craven,District,Conservative,4,Conservative,17,3,1,1,1,0,0,7,0,30,,,http://www.cravendc.gov.uk/article/387/List-of-Councillors/,2017-05-28
E07000164,Hambleton,District,Conservative,4,Conservative,27,0,0,0,1,0,0,0,0,28,,,http://democracy.hambleton.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000165,Harrogate,District,Conservative,4,Conservative,37,0,10,0,0,0,0,7,0,54,,"Manual. Harrogate Independent Group 5, Independent Group 2",https://localdemocracy.harrogate.gov.uk/political.asp,2017-05-31
E07000166,Richmondshire,District,Conservative,4,Conservative,22,0,1,0,0,0,0,10,1,34,,"Independents 5, Richmondshire Independents 5, Independent 1",http://www.richmondshire.gov.uk/council-democracy/councillors-committees/councillors-information,2017-05-28
E07000167,Ryedale,District,No Overall Control,noc,Conservative Minority,13,0,2,0,0,0,0,15,0,30,,"Independents 8, Liberal Party 4, Independent Group 3",http://democracy.ryedale.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000168,Scarborough,District,Conservative,4,Conservative,26,13,0,2,5,0,0,4,0,50,,,http://democracy.scarborough.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000169,Selby,District,Conservative,4,Conservative,22,7,0,0,0,0,0,2,0,31,,,http://www.selby.gov.uk/councillors,2017-05-28
E07000170,Ashfield,District,Labour,15,Labour,4,22,0,0,0,0,0,9,0,35,,"Ashfield Independents 6, Selston Parish Independents 2, Independent 1",https://democracy.ashfield-dc.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000171,Bassetlaw,District,Labour,15,Labour,12,32,0,0,0,0,0,4,0,48,,,http://www.bassetlaw.gov.uk/everything-else/about-us/local-councillors/your-local-councillor.aspx,2017-05-28
E07000172,Broxtowe,District,Conservative,4,Conservative,27,12,4,0,0,0,0,1,0,44,,Pat Lally ok,https://www.broxtowe.gov.uk/about-the-council/councillors-committees/your-councillor/councillors-a-z/,2017-05-31
E07000173,Gedling,District,Labour,15,Labour,15,25,1,0,0,0,0,0,0,41,,,https://democracy.gedling.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000174,Mansfield,District,No Overall Control,noc,Independent Mayor,1,17,0,0,2,0,0,16,0,36,,"Mansfield Independent Forum 16, Indpendent 1",http://www.mansfield.gov.uk/cmadexternal/councillorslist.aspx,2017-05-28
E07000175,Newark and Sherwood,District,Conservative,4,Conservative,24,12,0,0,0,0,0,3,0,39,,,http://www.newark-sherwooddc.gov.uk/councillors/,2017-05-28
E07000176,Rushcliffe,District,Conservative,4,Conservative,34,4,2,2,0,0,0,2,0,44,,,http://www.rushcliffe.gov.uk/councillors/councillorsbyname/,2017-05-28
E07000177,Cherwell,District,Conservative,4,Conservative,38,8,0,0,0,0,0,2,0,48,,,http://modgov.cherwell.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000178,Oxford,District,Labour,15,Labour,0,35,8,4,0,0,0,1,0,48,,,http://mycouncil.oxford.gov.uk/mgMemberIndex.aspx?bcr=1,2017-05-28
E07000179,South Oxfordshire,District,Conservative,4,Conservative,32,0,1,0,0,0,0,1,2,36,,Henley Residents 1,http://democratic.southoxon.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-31
E07000180,Vale of White Horse,District,Conservative,4,Conservative,29,0,9,0,0,0,0,0,0,38,,,http://democratic.whitehorsedc.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-31
E07000181,West Oxfordshire,District,Conservative,4,Conservative,40,4,5,0,0,0,0,0,0,49,,,http://cmis.westoxon.gov.uk/cmis/Councillors.aspx,2017-05-28
E07000187,Mendip,District,Conservative,4,Conservative,32,0,10,3,0,0,0,2,0,47,,,http://www.mendip.gov.uk/contactacouncillor,2017-05-28
E07000188,Sedgemoor,District,Conservative,4,Conservative,35,10,1,0,2,0,0,0,0,48,,,http://www.sedgemoor.gov.uk/councillors,2017-05-28
E07000189,South Somerset,District,No Overall Control,noc,Liberal Democrat Minority,27,0,30,0,0,0,0,3,0,60,,,http://www.southsomerset.gov.uk/councillors-and-democracy/councillors/,2017-05-28
E07000190,Taunton Deane,District,Conservative,4,Conservative,33,2,15,0,1,0,0,5,0,56,,,http://www1.tauntondeane.gov.uk/tdbcsites/tdbcagendas/AllMembers.aspx,2017-05-28
E07000191,West Somerset,District,Conservative,4,Conservative,20,1,1,0,4,0,0,2,0,28,,,http://www.westsomersetonline.gov.uk/Council---Democracy/Councillors/Find-a-Councillor,2017-05-28
E07000192,Cannock Chase,District,Labour,15,Labour,13,21,1,1,3,0,0,2,0,41,,,http://www.cannockchasedc.gov.uk/council/about-council/your-councillors,2017-05-28
E07000193,East Staffordshire,District,Conservative,4,Conservative,26,12,1,0,0,0,0,0,0,39,,,http://www.eaststaffsbc.gov.uk/council-democracy/councillors,2017-05-28
E07000194,Lichfield,District,Conservative,4,Conservative,42,4,1,0,0,0,0,0,0,47,,,https://www.lichfielddc.gov.uk/Council/Councillors/District-councillors/Find-my-councillor.aspx,2017-05-28
E07000195,Newcastle-under-Lyme,District,No Overall Control,noc,Labour Minority,21,26,3,0,2,0,0,8,0,60,,"Borough Independent Group 4, Newcastle Independent Group 2",http://moderngov.newcastle-staffs.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000196,South Staffordshire,District,Conservative,4,Conservative,43,1,0,0,1,0,0,4,0,49,,,https://services.sstaffs.gov.uk/cmis/Councillors.aspx,2017-05-28
E07000197,Stafford,District,Conservative,4,Conservative,30,7,0,0,0,0,0,3,0,40,,,http://www.staffordbc.gov.uk/DemServCouncillors,2017-05-31
E07000198,Staffordshire Moorlands,District,Conservative,4,Conservative,34,7,2,0,2,0,0,10,1,56,,"Independents 8, Moorlands Democratic Alliance 2, Non-aligned 1",https://democracy.staffsmoorlands.gov.uk/mgMemberIndexGroup.aspx?g=smcllrs&m=smcllrs,2017-05-28
E07000199,Tamworth,District,Conservative,4,Conservative,20,7,0,0,3,0,0,0,0,30,,,http://democracy.tamworth.gov.uk/mgFindMember.aspx?XXR=0&AC=USERSEARCH&,2017-05-28
E07000200,Babergh,District,Conservative,4,Conservative,29,1,3,0,0,0,0,10,0,43,,Jennie Jenkins Conservative ok,http://baberghmidsuffolk.moderngov.co.uk/mgMemberIndexGroup.aspx?bcr=1&g=bdcc&m=bdccw,2017-05-31
E07000201,Forest Heath,District,Conservative,4,Conservative,18,0,0,0,3,0,0,5,1,27,,"West Suffolk Independents 5, Ind 1",https://democracy.westsuffolk.gov.uk/mgMemberIndexGroup.aspx?bcr=1&G=FHDC&M=DHDC,2017-05-28
E07000202,Ipswich,District,Labour,15,Labour,13,33,2,0,0,0,0,0,0,48,,,https://democracy.ipswich.gov.uk/mgMemberIndex.aspx?bcr=1,2017-05-28
E07000203,Mid Suffolk,District,Conservative,4,Conservative,28,0,4,6,0,0,0,2,0,40,,,http://apps.midsuffolk.gov.uk/cmiswebpublic/Members.aspx,2017-05-31
E07000204,St Edmundsbury,District,Conservative,4,Conservative,33,2,0,1,5,0,0,3,1,45,,,https://democracy.westsuffolk.gov.uk/mgMemberIndexGroup.aspx?bcr=1&G=SEBC&M=DHDC,2017-05-28
E07000205,Suffolk Coastal,District,Conservative,4,Conservative,37,1,2,0,0,0,0,2,0,42,,,http://www.eastsuffolk.gov.uk/yourcouncil/councillors/suffolk-coastal-district-councillors/,2017-05-28
E07000206,Waveney,District,Conservative,4,Conservative,26,17,0,1,0,0,0,3,1,48,,,http://www.eastsuffolk.gov.uk/yourcouncil/councillors/waveney-district-councillors/,2017-05-28
E07000207,Elmbridge,District,No Overall Control,noc,Independent/Liberal Democrat,21,0,8,0,0,0,0,19,0,48,,"Molesey Residents 6, Thames Ditton & Weston Green Residents' Association 4, The Walton Society 3, Hersham Village Society 2, Hinchley Wood Residents' Association 2, Esher Residents Association 1, Weybridge & St. George's Independents 1",http://mygov.elmbridge.gov.uk/mgMemberIndex.aspx?FN=ALPHA,2017-05-31
E07000208,Epsom and Ewell,District,Independent,8,Independent,4,3,0,0,0,0,0,31,0,38,,Residents Association 31,https://democracy.epsom-ewell.gov.uk/mgMemberIndex.aspx?bcr=1,2017-05-28
E07000209,Guildford,District,Conservative,4,Conservative,34,2,9,0,0,0,0,3,0,48,,Guildford Greenbelt Group 3,http://www2.guildford.gov.uk/councilmeetings/mgMemberIndex.aspx?bcr=1,2017-05-28
E07000210,Mole Valley,District,Conservative,4,Conservative,22,0,13,0,0,0,0,6,0,41,,,http://www.molevalley.gov.uk/index.cfm?articleid=17184,2017-05-28
E07000211,Reigate and Banstead,District,Conservative,4,Conservative,40,0,2,2,0,0,0,7,0,51,,"Residents' Associations 6, Independent 1",https://democracy.reigate-banstead.gov.uk/aksreigate/users/public/admin/main.pl?op=ListCurrentMembers,2017-05-28
E07000212,Runnymede,District,Conservative,4,Conservative,36,0,0,0,0,0,0,6,0,42,,Runnymede Independent Residents Group 6,https://www.runnymede.gov.uk/article/4744/Councillors,2017-05-28
E07000213,Spelthorne,District,Conservative,4,Conservative,31,1,3,0,0,0,0,4,0,39,,,http://democracy.spelthorne.gov.uk/mgMemberIndex.aspx?bcr=1,2017-05-28
E07000214,Surrey Heath,District,Conservative,4,Conservative,36,1,1,0,0,0,0,2,0,40,,,http://surreyheath.moderngov.co.uk/mgMemberIndex.aspx?bcr=1,2017-05-28
E07000215,Tandridge,District,Conservative,4,Conservative,30,0,6,0,0,0,0,6,0,42,,"Independent 4, Oxted and Limpsfield Residents Group 2",http://www.councillors.tandridge.gov.uk/cmis5/Councillors/tabid/62/ScreenMode/Alphabetical/Default.aspx,2017-05-31
E07000216,Waverley,District,Conservative,4,Conservative,51,0,0,0,0,0,0,6,0,57,,"Farnham Residents 5, Independent 1",https://modgov.waverley.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000217,Woking,District,Conservative,4,Conservative,17,3,7,0,0,0,0,3,0,30,,,https://www.woking.gov.uk/council/councillors2,2017-05-28
E07000218,North Warwickshire,District,Conservative,4,Conservative,20,13,0,0,0,0,0,1,1,35,,,https://www.northwarks.gov.uk/councillors/name,2017-05-28
E07000219,Nuneaton and Bedworth,District,Labour,15,Labour,8,24,0,2,0,0,0,0,0,34,,,https://www.nuneatonandbedworth.gov.uk/councillors/name,2017-05-31
E07000220,Rugby,District,Conservative,4,Conservative,22,9,9,0,0,0,0,2,0,42,,,https://www.rugby.gov.uk/councillors/name,2017-05-28
E07000221,Stratford-on-Avon,District,Conservative,4,Conservative,30,1,4,0,0,0,0,1,0,36,,,https://democracy.stratford.gov.uk/mgMemberIndex.aspx?bcr=1,2017-05-28
E07000222,Warwick,District,Conservative,4,Conservative,30,9,2,1,0,0,0,3,1,46,,"Conservative defended Myton & Heathcote 1 Dec, Whitnash Residents Association 3. Conservative hold 16-12-01",https://estates4.warwickdc.gov.uk/cmis/CouncillorsAtoZ/tabid/39/ScreenMode/Ward/Default.aspx,2017-05-28
E07000223,Adur,District,Conservative,4,Conservative,16,3,0,0,8,0,0,2,0,29,,,https://www.adur-worthing.gov.uk/councillors-and-mps/councillors-adur/,2017-05-28
E07000224,Arun,District,Conservative,4,Conservative,44,1,5,0,1,0,0,3,0,54,,,http://www1.arun.gov.uk/cgi-bin/aruncllrs.pl?ward=all,2017-05-28
E07000225,Chichester,District,Conservative,4,Conservative,41,0,4,0,0,0,0,3,0,48,,,http://chichester.moderngov.co.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000226,Crawley,District,Labour,15,Labour,16,20,0,0,0,0,0,0,1,37,,Lisa Vitler is Conservative,http://www.crawley.gov.uk/pw/Council_Services_and_Democracy/Councillors__MPs_and_Mayor/WardCouncillors/index.htm,2017-05-28
E07000227,Horsham,District,Conservative,4,Conservative,38,0,4,0,0,0,0,2,0,44,,,http://horsham.moderngov.co.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000228,Mid Sussex,District,Conservative,4,Conservative,52,0,0,0,0,0,0,0,2,54,,,http://mid-sussex.cmis.uk.com/Mid-Sussex/Councillors/FindMyCouncillorAlphabetically.aspx,2017-05-28
E07000229,Worthing,District,Conservative,4,Conservative,30,0,2,1,2,0,0,1,1,37,,,https://www.adur-worthing.gov.uk/councillors-and-mps/councillors-worthing/,2017-05-28
E07000234,Bromsgrove,District,Conservative,4,Conservative,17,7,0,0,0,0,0,6,1,31,,"Independents 3, Wythall Residents Association 3",http://moderngovwebpublic.bromsgrove.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000235,Malvern Hills,District,Conservative,4,Conservative,23,0,5,3,0,0,0,7,0,38,,,http://moderngov.malvernhills.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0&J=3,2017-05-28
E07000236,Redditch,District,Labour,15,Labour,13,15,0,0,1,0,0,0,0,29,,,http://moderngovwebpublic.redditchbc.gov.uk/mgMemberIndex.aspx?bcr=1,2017-05-28
E07000237,Worcester,District,No Overall Control,noc,Conservative/Labour/Green,17,16,0,2,0,0,0,0,0,35,,,http://committee.cityofworcester.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000238,Wychavon,District,Conservative,4,Conservative,40,0,5,0,0,0,0,0,0,45,,,http://mgov.wychavon.gov.uk/modern.gov/mgFindMember.aspx?XXR=0&AC=USERSEARCH,2017-05-28
E07000239,Wyre Forest,District,Conservative,4,Conservative,21,4,2,0,0,0,0,6,0,33,,"Independents 3, Health Concern 2",http://www.wyreforestdc.gov.uk/the-council/councillors-committees-and-meetings/your-district-councillor.aspx,2017-05-28
E07000240,St Albans,District,Conservative,4,Conservative,31,7,17,1,0,0,0,2,0,58,,,http://stalbans.moderngov.co.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000241,Welwyn Hatfield,District,Conservative,4,Conservative,27,15,5,0,0,0,0,0,1,48,,,http://www.welhat.gov.uk/members,2017-05-28
E07000242,East Hertfordshire,District,Conservative,4,Conservative,49,0,0,0,0,0,0,1,0,50,,,http://democracy.eastherts.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E07000243,Stevenage,District,Labour,15,Labour,8,28,3,0,0,0,0,0,0,39,,,http://www.stevenage.gov.uk/about-the-council/councillors-and-democracy/local-councillors/,2017-05-28
E08000001,Bolton,Metropolitan,Labour,15,Labour,16,37,2,0,4,0,0,1,0,60,,,http://democracy.bolton.gov.uk/cmis5/People.aspx,2017-05-31
E08000002,Bury,Metropolitan,Labour,15,Labour,16,31,3,0,0,0,0,0,1,51,,,https://councildecisions.bury.gov.uk/mgMemberIndex.aspx?FN=WARD&VW=LIST&PIC=0,2017-05-28
E08000003,Manchester,Metropolitan,Labour,15,Labour,0,95,1,0,0,0,0,0,0,96,,,http://www.manchester.gov.uk/site/custom_scripts/councillors/?cllr-type=all,2017-05-28
E08000004,Oldham,Metropolitan,Labour,15,Labour,2,45,9,0,2,0,0,1,1,60,,,http://www.oldham.gov.uk/councillors/name,2017-05-28
E08000005,Rochdale,Metropolitan,Labour,15,Labour,10,48,2,0,0,0,0,0,0,60,,,http://democracy.rochdale.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E08000006,Salford,Metropolitan,Labour,15,Labour Mayor,9,48,0,0,0,0,0,1,2,60,,,http://www.salford.gov.uk/your-council/councillors/councillors-by-name/,2017-05-28
E08000007,Stockport,Metropolitan,No Overall Control,noc,Labour Minority,14,22,21,0,0,0,0,5,1,63,,"Independent Ratepayers 3, Independent 2",http://democracy.stockport.gov.uk/mgMemberIndex.aspx?bcr=1,2017-05-28
E08000008,Tameside,Metropolitan,Labour,15,Labour,6,51,0,0,0,0,0,0,0,57,,,http://public.tameside.gov.uk/forms/know_your_councillor.asp,2017-05-28
E08000009,Trafford,Metropolitan,Conservative,4,Conservative,34,25,3,0,0,0,0,1,0,63,,,https://democratic.trafford.gov.uk/mgMemberIndex.aspx?bcr=1,2017-05-28
E08000010,Wigan,Metropolitan,Labour,15,Labour,5,65,0,0,0,0,0,5,0,75,,"Wigan Independent Network 2, Standish Independent 2, Independent 1",http://democracy.wigan.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E08000011,Knowsley,Metropolitan,Labour,15,Labour,0,42,3,0,0,0,0,0,0,45,,,http://councillors.knowsley.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E08000012,Liverpool,Metropolitan,Labour,15,Labour Mayor,0,79,4,4,0,0,0,2,1,90,,Liberal Party 2,http://councillors.liverpool.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-31
E08000013,St. Helens,Metropolitan,Labour,15,Labour,3,42,3,0,0,0,0,0,0,48,,,http://moderngov.sthelens.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E08000014,Sefton,Metropolitan,Labour,15,Labour,6,38,17,0,0,0,0,5,0,66,,"Formby Residents Action Group 2, Independent 2, Conservative Independent 1",http://modgov.sefton.gov.uk/moderngov/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E08000015,Wirral,Metropolitan,Labour,15,Labour,21,39,5,1,0,0,0,0,0,66,,,http://democracy.wirral.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E08000016,Barnsley,Metropolitan,Labour,15,Labour,4,55,0,0,0,0,0,4,0,63,,Barnsley Independent Group 4,http://barnsleymbc.moderngov.co.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E08000017,Doncaster,Metropolitan,Labour,15,Labour Mayor,7,43,0,0,0,0,0,5,0,55,,"Mexborough First 3, Independent 1",http://doncaster.moderngov.co.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E08000018,Rotherham,Metropolitan,Labour,15,Labour,0,48,1,0,13,0,0,1,0,63,,,http://www.rotherham.gov.uk/councillors/name,2017-05-28
E08000019,Sheffield,Metropolitan,Labour,15,Labour,0,55,20,4,4,0,0,0,1,84,,,http://sheffielddemocracy.moderngov.co.uk/mgFindMember.aspx?XXR=0&AC=USERSEARCH,2017-05-28
E08000021,Newcastle upon Tyne,Metropolitan,Labour,15,Labour,0,55,20,0,0,0,0,3,0,78,,,http://democracy.newcastle.gov.uk/mgFindMember.aspx?XXR=0&AC=USERSEARCH,2017-05-28
E08000022,North Tyneside,Metropolitan,Labour,15,Labour,7,51,2,0,0,0,0,0,0,60,,,http://my.northtyneside.gov.uk/category/312/councillors,2017-05-28
E08000023,South Tyneside,Metropolitan,Labour,15,Labour,0,53,0,0,0,0,0,1,0,54,,Independent Putting People First 1,https://portal.southtyneside.info/councillorsandcommittees/councillorlistbyname.aspx,2017-05-28
E08000024,Sunderland,Metropolitan,Labour,15,Labour,6,66,2,0,0,0,0,1,0,75,,,http://www.sunderland.gov.uk/committees/cmis5/Members.aspx,2017-05-28
E08000025,Birmingham,Metropolitan,Labour,15,Labour,29,80,10,0,0,0,0,1,0,120,101 wards from 2018,101 wards from 2018,https://www.birmingham.gov.uk/councillors/name,2017-05-28
E08000026,Coventry,Metropolitan,Labour,15,Labour,13,39,0,0,0,0,0,2,0,54,,,http://www.coventry.gov.uk/councillors/name,2017-05-28
E08000027,Dudley,Metropolitan,No Overall Control,noc,Conservative Minority,29,35,0,0,8,0,0,0,0,72,,Manual,http://councillors.dudley.gov.uk/conservative/,2017-05-31
E08000028,Sandwell,Metropolitan,Labour,15,Labour,0,70,0,0,1,0,0,1,0,72,,,https://cmis.sandwell.gov.uk/cmis5/People/tabid/62/ScreenMode/Alphabetical/Default.aspx,2017-05-28
E08000029,Solihull,Metropolitan,Conservative,4,Conservative,32,1,6,10,2,0,0,0,0,51,,,http://eservices.solihull.gov.uk/mgInternet/mgMemberIndex.aspx?bcr=1,2017-05-28
E08000030,Walsall,Metropolitan,No Overall Control,noc,Labour/Liberal Democrat Minority,25,28,2,0,3,0,0,2,0,60,,,https://cmispublic.walsall.gov.uk/cmis/Councillors.aspx,2017-05-28
E08000031,Wolverhampton,Metropolitan,Labour,15,Labour,10,49,0,0,1,0,0,0,0,60,,,http://wolverhampton.moderngov.co.uk/mgMemberIndex.aspx?FN=ALPHA&VW=LIST&PIC=0,2017-05-28
E08000032,Bradford,Metropolitan,Labour,15,Labour,21,49,10,3,1,0,0,6,0,90,,"The Independents 2, Independents 3, Queensbury Ward Independents 2",https://bradford.moderngov.co.uk/mgMemberIndex.aspx?FN=ALPHA&VW=LIST&PIC=0,2017-05-28
E08000033,Calderdale,Metropolitan,No Overall Control,noc,Labour Minority,20,22,5,0,0,0,0,2,2,51,,,http://www.calderdale.gov.uk/council/councillors/councillors/search/browse.jsp,2017-05-28
E08000034,Kirklees,Metropolitan,No Overall Control,noc,Labour Minority,20,33,9,3,0,0,0,4,0,69,,Valley Independents 3,http://democracy.kirklees.gov.uk/mgFindMember.aspx?XXR=0&AC=USERSEARCH,2017-05-28
E08000035,Leeds,Metropolitan,Labour,15,Labour,19,60,9,3,0,0,0,8,0,99,,"Morley Borough Independents 5, Garforth and Swillington Independents",http://democracy.leeds.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E08000036,Wakefield,Metropolitan,Labour,15,Labour,7,53,0,0,2,0,0,1,0,63,,,http://mg.wakefield.gov.uk/mgMemberIndex.aspx?FN=ALPHA&VW=LIST&PIC=0,2017-05-28
E08000037,Gateshead,Metropolitan,Labour,15,Labour,0,54,12,0,0,0,0,0,0,66,,,http://democracy.gateshead.gov.uk/mgMemberIndex.aspx?bcr=1,2017-05-28
E09000001,City of London,Sui Generis,Independent,8,Independent,0,5,0,0,0,0,0,119,1,125,,,http://democracy.cityoflondon.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-31
E09000002,Barking and Dagenham,London,Labour,15,Labour,0,49,0,0,0,0,0,2,0,51,,,http://moderngov.barking-dagenham.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E09000003,Barnet,London,Conservative,4,Conservative,32,30,1,0,0,0,0,0,0,63,,,https://barnet.moderngov.co.uk/mgMemberIndex.aspx?bcr=1,2017-05-28
E09000004,Bexley,London,Conservative,4,Conservative,45,15,0,0,3,0,0,0,0,63,,,http://democracy.bexley.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E09000005,Brent,London,Labour,15,Labour,4,56,0,0,0,0,0,3,0,63,,Brondesbury Park Conservative 3,http://democracy.brent.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E09000006,Bromley,London,Conservative,4,Conservative,51,7,0,0,2,0,0,0,0,60,,,http://cds.bromley.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E09000007,Camden,London,Labour,15,Labour,11,39,1,1,0,0,0,2,0,54,,,http://democracy.camden.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E09000008,Croydon,London,Labour,15,Labour,30,39,0,0,0,0,0,1,0,70,,,https://www.croydon.gov.uk/democracy/elected/allcouncillors,2017-05-28
E09000009,Ealing,London,Labour,15,Labour,12,53,4,0,0,0,0,0,0,69,,,http://ealing.cmis.uk.com/ealing/Councillors.aspx,2017-05-28
E09000010,Enfield,London,Labour,15,Labour,22,40,0,0,0,0,0,1,0,63,,Daniel Anderson ok.,https://governance.enfield.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-31
E09000011,Greenwich,London,Labour,15,Labour,9,42,0,0,0,0,0,0,0,51,,,http://www.royalgreenwich.gov.uk/info/200033/councillors_democracy_and_elections/598/find_your_councillor,2017-05-28
E09000012,Hackney,London,Labour,15,Labour Mayor,4,50,3,0,0,0,0,0,0,57,,,http://mginternet.hackney.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E09000013,Hammersmith and Fulham,London,Labour,15,Labour,19,25,0,0,0,0,0,0,2,46,,,http://democracy.lbhf.gov.uk/mgMemberIndex.aspx?bcr=1,2017-05-28
E09000014,Haringey,London,Labour,15,Labour,0,49,8,0,0,0,0,0,0,57,,,http://www.minutes.haringey.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E09000015,Harrow,London,Labour,15,Labour,27,33,1,0,0,0,0,2,0,63,,,http://www.harrow.gov.uk/www2/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0&J=1,2017-05-28
