PANO,Constituency Name,Constituency ID,Constituency Type,Electorate,Valid Votes,,Region ID,County,Region,Country
348,Lanark and Hamilton East,S14000042,County,79962,55258,,S92000003,Scotland,Scotland,Scotland
369,Linlithgow and East Falkirk,S14000043,County,86955,61597,,S92000003,Scotland,Scotland,Scotland
374,Livingston,S14000044,County,82373,57547,,S92000003,Scotland,Scotland,Scotland
396,Midlothian,S14000045,County,67875,48331,,S92000003,Scotland,Scotland,Scotland
403,Moray,S14000046,County,71685,49280,,S92000003,Scotland,Scotland,Scotland
406,Motherwell and Wishaw,S14000047,Burgh,70283,48237,,S92000003,Scotland,Scotland,Scotland
25,North Ayrshire and Arran,S14000048,County,75791,53869,,S92000003,Scotland,Scotland,Scotland
250,North East Fife,S14000049,County,62003,45263,,S92000003,Scotland,Scotland,Scotland
436,Ochil and South Perthshire,S14000050,County,77370,57871,,S92000003,Scotland,Scotland,Scotland
441,Orkney and Shetland,S14000051,County,34552,22728,,S92000003,Scotland,Scotland,Scotland
445,Paisley and Renfrewshire North,S14000052,County,66206,50462,,S92000003,Scotland,Scotland,Scotland
446,Paisley and Renfrewshire South,S14000053,County,61281,46226,,S92000003,Scotland,Scotland,Scotland
450,Perth and North Perthshire,S14000054,County,72459,54200,,S92000003,Scotland,Scotland,Scotland
479,"Ross, Skye and Lochaber",S14000055,County,54169,41811,,S92000003,Scotland,Scotland,Scotland
487,Rutherglen and Hamilton West,S14000056,Burgh,82830,57615,,S92000003,Scotland,Scotland,Scotland
533,Stirling,S14000057,County,67236,52135,,S92000003,Scotland,Scotland,Scotland
5,West Aberdeenshire and Kincardine,S14000058,County,73445,55196,,S92000003,Scotland,Scotland,Scotland
210,West Dunbartonshire,S14000059,County,69208,51141,,S92000003,Scotland,Scotland,Scotland
647,Ynys Môn,W07000041,County,49939,34926,,W92000004,Gwynedd,Wales,Wales
179,Delyn,W07000042,County,53639,37457,,W92000004,Clwyd,Wales,Wales
10,Alyn and Deeside,W07000043,County,62016,41314,,W92000004,Clwyd,Wales,Wales
641,Wrexham,W07000044,County,50992,32719,,W92000004,Clwyd,Wales,Wales
375,Llanelli,W07000045,County,59314,38574,,W92000004,Dyfed,Wales,Wales
273,Gower,W07000046,County,61820,42758,,W92000004,West Glamorgan,Wales,Wales
559,Swansea West,W07000047,Borough,58776,35156,,W92000004,West Glamorgan,Wales,Wales
558,Swansea East,W07000048,Borough,58011,33618,,W92000004,West Glamorgan,Wales,Wales
1,Aberavon,W07000049,County,49821,31523,,W92000004,West Glamorgan,Wales,Wales
126,Cardiff Central,W07000050,Borough,57456,38646,,W92000004,South Glamorgan,Wales,Wales
127,Cardiff North,W07000051,Borough,67196,51151,,W92000004,South Glamorgan,Wales,Wales
470,Rhondda,W07000052,County,51811,31538,,W92000004,Gwent and Mid Glamorgan,Wales,Wales
576,Torfaen,W07000053,County,61896,37937,,W92000004,Gwent and Mid Glamorgan,Wales,Wales
401,Monmouth,W07000054,County,62248,47462,,W92000004,Gwent and Mid Glamorgan,Wales,Wales
417,Newport East,W07000055,County,56015,35108,,W92000004,Gwent and Mid Glamorgan,Wales,Wales
418,Newport West,W07000056,County,62137,40347,,W92000004,Gwent and Mid Glamorgan,Wales,Wales
16,Arfon,W07000057,County,40492,26837,,W92000004,Gwynedd,Wales,Wales
2,Aberconwy,W07000058,County,45525,30148,,W92000004,Clwyd,Wales,Wales
155,Clwyd West,W07000059,County,58644,38028,,W92000004,Clwyd,Wales,Wales
588,Vale of Clwyd,W07000060,County,56505,35261,,W92000004,Clwyd,Wales,Wales
217,Dwyfor Meirionnydd,W07000061,County,44394,28913,,W92000004,Gwynedd,Wales,Wales
154,Clwyd South,W07000062,County,54996,35064,,W92000004,Clwyd,Wales,Wales
402,Montgomeryshire,W07000063,County,48690,33757,,W92000004,Powys,Wales,Wales
135,Ceredigion,W07000064,County,54242,37416,,W92000004,Dyfed,Wales,Wales
459,Preseli Pembrokeshire,W07000065,County,57291,40556,,W92000004,Dyfed,Wales,Wales
132,Carmarthen West and South Pembrokeshire,W07000066,County,57755,40350,,W92000004,Dyfed,Wales,Wales
131,Carmarthen East and Dinefwr,W07000067,County,55750,39399,,W92000004,Dyfed,Wales,Wales
89,Brecon and Radnorshire,W07000068,County,54441,40074,,W92000004,Powys,Wales,Wales
408,Neath,W07000069,County,56097,37135,,W92000004,West Glamorgan,Wales,Wales
174,Cynon Valley,W07000070,County,51422,30472,,W92000004,Gwent and Mid Glamorgan,Wales,Wales
393,Merthyr Tydfil and Rhymney,W07000071,County,61716,32715,,W92000004,Gwent and Mid Glamorgan,Wales,Wales
71,Blaenau Gwent,W07000072,County,51335,31683,,W92000004,Gwent and Mid Glamorgan,Wales,Wales
94,Bridgend,W07000073,County,59998,39453,,W92000004,Gwent and Mid Glamorgan,Wales,Wales
437,Ogmore,W07000074,County,55572,35250,,W92000004,Gwent and Mid Glamorgan,Wales,Wales
454,Pontypridd,W07000075,County,58940,37882,,W92000004,Gwent and Mid Glamorgan,Wales,Wales
114,Caerphilly,W07000076,County,63603,40283,,W92000004,Gwent and Mid Glamorgan,Wales,Wales
336,Islwyn,W07000077,County,55697,35401,,W92000004,Gwent and Mid Glamorgan,Wales,Wales
589,Vale of Glamorgan,W07000078,County,72794,51293,,W92000004,South Glamorgan,Wales,Wales
129,Cardiff West,W07000079,Borough,66762,43792,,W92000004,South Glamorgan,Wales,Wales
128,Cardiff South and Penarth,W07000080,Borough,76006,46667,,W92000004,South Glamorgan,Wales,Wales
,,,,,,,,,,
,,,,46354197,30697525,,,,,
